"most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","retired_date","location_type","zipcode","neighborhood","location_name","ward","district","overhead_utility","diameter_breast_height_CM","percent_population"
"6/17/2019","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6387504,35.10183257,"1825 Edith Boulevard Northeast","good",98.4252,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6389093,35.1013871,"424 Hannett Avenue Northeast","good",75.45932,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6655912,35.08827499,"210 16th Street Northwest","good",367.45408,"introduced","more than 18.29 m","60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.6654973,35.08853507,"210 16th Street Northwest","good",NA,"no_info",NA,"60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6655812,35.08836004,"210 16th Street Northwest","good",452.75592,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6654836,35.08862386,"210 16th Street Northwest","good",82.021,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.665777,35.08870516,"210 16th Street Northwest","good",32.8084,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6655825,35.08805112,"300 16th Street","good",49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6654699,35.08868321,"210 16th Street Northwest","fair",275.59056,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6656978,35.08892134,"200 Laguna Boulevard Southwest","fair",265.74804,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6658346,35.08876442,"245 16th Street Southwest","good",357.61156,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6657703,35.08807252,"314 16th Street","good",98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6655825,35.08906071,"204 16th Street Northwest","good",32.8084,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6656811,35.08906126,"204 16th Street Northwest","good",36.08924,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6658474,35.08815373,"301 16th Street Southwest","fair",213.2546,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6657259,35.08818048,"301 16th Street Southwest","good",196.8504,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Chinkapin oak","Quercus muehlenbergii","Albuquerque","New Mexico",-106.6655704,35.08881435,"210 16th Street Northwest","good",72.17848,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Northern hackberry","Celtis occidentalis","Albuquerque","New Mexico",-106.6656388,35.08879076,"210 16th Street Northwest","good",131.2336,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6656744,35.08836662,"210 16th Street Northwest",NA,NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6657978,35.08844399,"210 16th Street Northwest","good",98.4252,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6658635,35.08804454,"301 16th Street Southwest","fair",311.6798,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6658796,35.08830572,"301 16th Street Southwest","fair",252.62468,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Green ash","Fraxinus pennsylvanica","Albuquerque","New Mexico",-106.6657327,35.08884837,"210 16th Street Northwest","excellent",65.6168,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6658822,35.08835345,"210 16th Street Northwest","fair",314.96064,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6655336,35.0888983,"208 16th Street Southwest","good",131.2336,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6656469,35.08819543,"300 16th Street","fair",265.74804,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Black locust","Robinia pseudoacacia","Albuquerque","New Mexico",-106.6657917,35.08872766,"245 16th Street Southwest","dead/dying",42.65092,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Bur oak","Quercus macrocarpa","Albuquerque","New Mexico",-106.6658078,35.08835345,"210 16th Street Northwest","good",147.6378,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Eastern redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6655637,35.08861463,"210 16th Street Northwest","good",49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Locust",NA,"Albuquerque","New Mexico",-106.6655001,35.08855335,"210 16th Street Northwest","dead/dying",39.37008,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6656831,35.08811587,"300 16th Street","good",101.70604,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6658675,35.08843137,"210 16th Street Northwest","good",82.021,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6654766,35.08876881,"210 16th Street Northwest","good",101.70604,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","English oak","Quercus robur","Albuquerque","New Mexico",-106.6657434,35.08862944,"210 16th Street Northwest","good",42.65092,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.665791,35.08822067,"301 16th Street Southwest","good",NA,"no_info",NA,"15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.6658628,35.08855537,"245 16th Street Southwest","fair",39.37008,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6655155,35.08871888,"210 16th Street Northwest","good",101.70604,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6656606,35.08862621,"210 16th Street Northwest","fair",98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/9/2017","inventory_date","Boxelder","Acer negundo","Albuquerque","New Mexico",-106.6656931,35.08837924,"210 16th Street Northwest","good",82.021,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.665659,35.08846154,"210 16th Street Northwest","fair",213.2546,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6658279,35.08859542,"210 16th Street Northwest","good",72.17848,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Bur oak","Quercus macrocarpa","Albuquerque","New Mexico",-106.6658385,35.08849482,"245 16th Street Southwest","good",121.39108,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/17/2019","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6656952,35.08855153,"210 16th Street Northwest","good",331.36484,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Arizona cypress","Cupressus arizonica","Albuquerque","New Mexico",-106.6410986,35.10140301,"1718 Broadway Boulevard Northeast","good",173.88452,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Arizona cypress","Cupressus arizonica","Albuquerque","New Mexico",-106.6411415,35.10146061,"1701A Broadway Boulevard Northeast","fair",134.51444,"naturally_occurring","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Chinkapin oak","Quercus muehlenbergii","Albuquerque","New Mexico",-106.639785,35.10135309,"416 Hannett Avenue Northeast","good",118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.6390883,35.10188194,"1825 Edith Boulevard Northeast","good",82.021,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Chinese elm","Ulmus parvifolia","Albuquerque","New Mexico",-106.6405166,35.10138985,"400 Hannett Avenue Northeast","fair",59.05512,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.6411778,35.10141563,"1701A Broadway Boulevard Northeast","fair",NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Chinese elm","Ulmus parvifolia","Albuquerque","New Mexico",-106.6406681,35.10138985,"1718 Broadway Boulevard Northeast","fair",NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.6411952,35.10146336,"1701A Broadway Boulevard Northeast","fair",124.67192,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Boxelder","Acer negundo","Albuquerque","New Mexico",-106.6400237,35.10141728,"404 Hannett Avenue Northeast","fair",29.52756,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Arizona cypress","Cupressus arizonica","Albuquerque","New Mexico",-106.6410879,35.10151548,"1718 Broadway Boulevard Northeast","fair",180.4462,"naturally_occurring","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.639213,35.10193296,"1825 Edith Boulevard Northeast","good",65.6168,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Ponderosa pine","Pinus ponderosa","Albuquerque","New Mexico",-106.6405823,35.10138381,"400 Hannett Avenue Northeast","poor",NA,"naturally_occurring",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Arizona cypress","Cupressus arizonica","Albuquerque","New Mexico",-106.6411617,35.10156046,"1701A Broadway Boulevard Northeast","fair",180.4462,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6396858,35.10179581,"1825 Edith Boulevard Northeast","excellent",49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.641163,35.1016049,"1701A Broadway Boulevard Northeast","fair",114.8294,"introduced","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Ponderosa pine","Pinus ponderosa","Albuquerque","New Mexico",-106.6403885,35.10140082,"400 Hannett Avenue Northeast","good",357.61156,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.6411603,35.10163178,"1701A Broadway Boulevard Northeast","good",114.8294,"introduced","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Black locust","Robinia pseudoacacia","Albuquerque","New Mexico",-106.6398078,35.10190772,"1854 Broadway Place Northeast","excellent",82.021,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Elm hybrid","Ulmus","Albuquerque","New Mexico",-106.6407573,35.10143702,"1718 Broadway Boulevard Northeast","fair",65.6168,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Ponderosa pine","Pinus ponderosa","Albuquerque","New Mexico",-106.6408653,35.10138436,"1718 Broadway Boulevard Northeast","poor",95.14436,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Juniper","Juniperus","Albuquerque","New Mexico",-106.6406125,35.1020542,"1844 Broadway Place Northeast","fair",180.4462,"no_info","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.6409598,35.10139807,"1718 Broadway Boulevard Northeast","good",114.8294,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Spruce","Picea","Albuquerque","New Mexico",-106.6411469,35.10169651,"1707 Broadway Boulevard Northeast","fair",118.11024,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Juniper","Juniperus","Albuquerque","New Mexico",-106.6405092,35.10204378,"1844 Broadway Place Northeast","fair",147.6378,"no_info","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6409632,35.10145239,"1718 Broadway Boulevard Northeast","fair",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/13/2019","inventory_date","Juniper","Juniperus","Albuquerque","New Mexico",-106.6402698,35.10202842,"1848 Broadway Place Northeast","fair",114.8294,"no_info","more than 18.29 m","60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.5010102,35.07474315,"13113 Skyview Avenue Northeast","fair",59.05512,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.5010679,35.07475083,"13113 Skyview Avenue Northeast","good",49.2126,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Chinese pistache","Pistacia chinensis","Albuquerque","New Mexico",-106.5014474,35.07397924,"13121 Parkview Avenue Northeast","excellent",98.4252,"introduced","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.5006153,35.07444186,"13205 Cloudview Avenue Northeast","fair",72.17848,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.5014461,35.07468223,"13109 Skyview Avenue Northeast","good",98.4252,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Chinese pistache","Pistacia chinensis","Albuquerque","New Mexico",-106.5015131,35.07405991,"13121 Parkview Avenue Northeast","excellent",82.021,"introduced","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.5017451,35.07452308,"13101 Skyview Avenue Northeast","fair",75.45932,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.5014742,35.07410546,"13121 Parkview Avenue Northeast","good",NA,"no_info",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.500982,35.074089,"13205 Cloudview Avenue Northeast","good",NA,"no_info",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.501772,35.0744693,"13008 Skyview Avenue Northeast","good",82.021,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.5009861,35.0740868,"13205 Cloudview Avenue Northeast",NA,NA,"no_info",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Mimosa","Albizia julibrissin","Albuquerque","New Mexico",-106.5009103,35.07456479,"13205 Cloudview Avenue Northeast","good",65.6168,"introduced","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Pear","Pyrus","Albuquerque","New Mexico",-106.5016928,35.07436339,"13008 Skyview Avenue Northeast","excellent",65.6168,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.501371,35.07422948,"13121 Parkview Avenue Northeast","dead/dying",147.6378,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Littleleaf linden","Tilia cordata","Albuquerque","New Mexico",-106.5831944,35.1256619,"5301 Ponderosa Avenue Northeast","fair",NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.5821658,35.12598493,"5510 Ponderosa Avenue Northeast","good",NA,"no_info",NA,"30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Chinkapin oak","Quercus muehlenbergii","Albuquerque","New Mexico",-106.5829691,35.12571455,"3801 Palomas Drive Northeast","good",62.33596,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.5827881,35.12599426,"3800 Palomas Drive Northeast","good",NA,"no_info",NA,"60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.5830999,35.125629,"3801 Palomas Drive Northeast","good",NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.5823904,35.12604636,"3800 Palomas Drive Northeast","poor",180.4462,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/11/2019","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.5823911,35.12605294,"3800 Palomas Drive Northeast","poor",196.8504,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5/22/2019","inventory_date","Basswood","Tilia","Albuquerque","New Mexico",-106.5297997,35.14854945,"9825 Admiral Nimitz Avenue Northeast","good",72.17848,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5/16/2019","inventory_date","London plane","Platanus acerifolia","Albuquerque","New Mexico",-106.5461974,35.16029232,"7104 Gettysburg Road Northeast",NA,NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5/8/2019","inventory_date","Cherry plum","Prunus cerasifera","Albuquerque","New Mexico",-106.5284608,35.14999982,"9709 Layton Avenue Northeast",NA,NA,"introduced",NA,NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5/3/2019","inventory_date","Elm hybrid","Ulmus","Albuquerque","New Mexico",-106.6325283,35.07567168,"501 Sycamore Street Southeast","good",49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
